UID;gender;surname;name;fullname;birthdate;mandate_uid;mandate_type
PA267178;M.;Nicolas;Dhuicq;Dhuicq;29/11/60;PM645473;ASSEMBLEE
PA300;M.;Bertrand;Auban;AUBAN;18/01/47;PM430406;COMSENAT
PA267598;Mme;Josette;Pons;Pons;12/12/47;PM645286;ASSEMBLEE
PA606363;M.;Christophe;Borgel;Borgel;03/09/63;PM645388;ASSEMBLEE
PA267591;M.;Georges;Fenech;Fenech;26/10/54;PM645573;ASSEMBLEE
PA607603;M.;Philippe;Le Ray;LeRay;16/06/68;PM645379;ASSEMBLEE
PA610203;M.;Jean-Marc;Germain;Germain;12/06/66;PM645065;ASSEMBLEE
PA695511;M.;Jean-Louis;Costes;Costes;23/08/63;PM695515;GP
PA606030;Mme;Nathalie;Nieson;Nieson;26/03/69;PM645123;ASSEMBLEE
PA267355;M.;Antoine;Herth;Herth;14/02/63;PM645581;ASSEMBLEE
PA227024;Mme;Annie;David;DAVID ANNIE;17/01/63;PM227229;GROUPESENAT
PA267358;M.;Jean-Louis;Christ;Christ;24/01/51;PM645602;ASSEMBLEE
PA429891;Mme;Esther;Benbassa;BENBASSA_ESTHER_11033F;27/03/50;PM430051;SENAT
PA429894;M.;Éric;Bocquet;BOCQUET_ERIC_11040E;08/11/57;PM429941;SENAT
PA429893;M.;Luc;Carvounas;CARVOUNAS_LUC_11032E;08/06/71;PM430048;SENAT
PA429890;M.;Alain;Bertrand;BERTRAND_ALAIN_C4582;23/02/51;PM543934;GROUPESENAT
PA609590;Mme;Valérie;Rabault;Rabault;25/04/73;PM645261;ASSEMBLEE
PA429896;M.;Gérard;Roche;ROCHE_GERARD_11093T;29/12/42;PM429966;SENAT
PA429897;Mme;Delphine;Bataille;BATAILLE_DELPHINE_11036J;16/09/69;PM429936;SENAT
PA605606;Mme;Clotilde;Valter;Valter;24/06/62;PM645394;ASSEMBLEE
PA429879;M.;Philippe;Esnol;ESNOL_PHILIPPE_11096W;02/04/54;PM429929;SENAT
PA429895;M.;Jean-Claude;Requier;REQUIER_JEAN_CLAUDE_C4565;04/10/47;PM429915;SENAT
PA1890;M.;Alain;Le Vern;LEVERN ALAIN;08/05/48;PM391562;SENAT
PA1893;Mme;Marylise;Lebranchu;Lebranchu;25/04/47;PM591209;MINISTERE
PA951;M.;Jean-Michel;Couve;Couve;03/01/40;PM645280;ASSEMBLEE
PA605131;M.;Christophe;Castaner;Castaner;03/01/66;PM645420;ASSEMBLEE
PA610654;M.;Jean-Philippe;Nilor;Nilor;15/05/65;PM645267;ASSEMBLEE
PA227096;M.;Jean-Marc;Todeschini;TODESCHINI;12/03/52;PM227340;GROUPESENAT
PA415499;M.;Georges;Patient;PATIENT GEORGES;01/04/49;PM421491;ORGAINT
PA415492;M.;Jean-Paul;Fournier;FOURNIER JEAN-PAUL;16/10/45;PM415602;SENAT
PA415491;Mme;Anne-Marie;Escoffier;ESCOFFIER ANNE-MARIE;15/08/42;PM430560;GROUPESENAT
PA415498;M.;Jean-Étienne;Antoinette;ANTOINETTE JEAN-ETIENNE;29/01/66;PM430399;COMSENAT
PA2000;M.;Jean-Louis;Lorrain;LORRAIN;12/03/48;PM423221;SENAT
PA1141;M.;Marc;Dolez;Dolez;21/10/52;PM645468;ASSEMBLEE
PA605426;M.;Patrick;Mennucci;Mennucci;08/04/55;PM645517;ASSEMBLEE
PA415497;M.;Richard;Tuheiava;TUHEIAVA RICHARD;28/02/74;PM430414;COMSENAT
PA415496;M.;François;Rebsamen;REBSAMEN FRANÇOIS;25/06/51;PM421664;DELEGSENAT
PA415490;Mme;Françoise;Laurent-Perrigot;LAURENT-PERRIGOT FRANÇOISE;27/02/50;PM437051;DELEGSENAT
PA336015;M.;Jean;Grellier;Grellier;17/05/47;PM645222;ASSEMBLEE
PA415470;M.;Jacky;Le Menn;LEMENN JACKY;17/03/41;PM430423;COMSENAT
PA719;M.;Jean-Christophe;Cambadélis;Cambadélis;14/08/51;PM645083;ASSEMBLEE
PA415476;Mme;Sophie;Joissains;JOISSAINS SOPHIE;25/10/69;PM430455;COMSENAT
PA331753;Mme;Catherine;Lemorton;Lemorton;20/06/61;PM645348;ASSEMBLEE
PA415495;M.;Alain;Houpert;HOUPERT ALAIN;13/08/57;PM516811;COMSENAT
PA2912;M.;Alain;Vidalies;Vidalies;17/03/51;PM591225;MINISTERE
PA415475;Mme;Maryvonne;Blondin;BLONDIN MARYVONNE;20/01/47;PM419015;API
PA605557;M.;Jean-David;Ciot;Ciot;01/05/67;PM645507;ASSEMBLEE
PA415474;M.;Louis;Nègre;NEGRE LOUIS;08/02/47;PM431260;GROUPESENAT
PA415472;M.;Serge;Andreoni;ANDREONI SERGE;15/03/40;PM430397;COMSENAT
PA415494;M.;Claude;Jeannerot;JEANNEROT CLAUDE;10/04/45;PM421660;DELEGSENAT
PA667;M.;Philippe;Briand;Briand P;26/10/60;PM645574;ASSEMBLEE
PA415479;M.;Philippe;Paul;PAUL PHILIPPE;25/01/65;PM421694;DELEGSENAT
PA1790;M.;Marc;Laffineur;Laffineur;10/08/45;PM645324;ASSEMBLEE
PA415478;M.;René;Teulade;TEULADE RENÉ;17/06/31;PM693321;CMP
PA331282;Mme;Corinne;Erhel;Erhel;03/02/67;PM645480;ASSEMBLEE
PA716;M.;François;Calvet;CALVET_FRANCOIS_11101A;01/04/53;PM429977;SENAT
PA608083;Mme;Brigitte;Bourguignon;Bourguignon;21/03/59;PM645142;ASSEMBLEE
PA606573;Mme;Fanny;Dombre Coste;DombreCoste;26/12/56;PM645484;ASSEMBLEE
PA610354;M.;Pascal;Popelin;Popelin;27/02/67;PM645106;ASSEMBLEE
PA394676;M.;Marc;Laménie;LAMENIE MARC;11/07/56;PM394947;GROUPESENAT
PA608662;M.;Alain;Chrétien;Chretien;17/03/75;PM645592;ASSEMBLEE
PA2828;M.;Alain;Tourret;Tourret;25/12/47;PM645402;ASSEMBLEE
PA1667;M.;Robert;Hue;HUE ROBERT;19/10/46;PM304284;GROUPESENAT
PA607606;M.;Jean-Pierre;Le Roch;LeRoch;18/03/46;PM645381;ASSEMBLEE
PA1660;M.;Michel;Houel;HOUEL MICHEL;08/11/42;PM304312;GROUPESENAT
PA592;Mme;Nicole;Borvo Cohen-Seat;BORVO COHEN-SEAT;08/12/45;PM223904;GROUPESENAT
PA1661;M.;Philippe;Houillon;Houillon;15/12/51;PM645181;ASSEMBLEE
PA2825;Mme;Marisol;Touraine;Touraine M;07/03/59;PM591176;MINISTERE
PA1401;M.;Yann;Galut;Galut;14/03/66;PM645439;ASSEMBLEE
PA608120;M.;Stéphane;Saint-André;SaintAndré;21/05/64;PM645159;ASSEMBLEE
PA330240;M.;Éric;Ciotti;Ciotti;28/09/65;PM645425;ASSEMBLEE
PA607395;M.;Stéphane;Travert;Travert;12/10/69;PM645343;ASSEMBLEE
PA610860;M.;Sergio;Coronado;Coronado;13/05/70;PM645212;ASSEMBLEE
PA610313;Mme;Elisabeth;Pochon;Pochon;19/04/55;PM645122;ASSEMBLEE
PA445;M.;Claude;Belot;BELOT;11/07/36;PM421673;DELEGSENAT
PA441;Mme;Huguette;Bello;Bello;24/08/50;PM645279;ASSEMBLEE
PA1336;M.;Thierry;Foucaud;FOUCAUD;18/01/54;PM303918;SENAT
PA607155;M.;Yves;Daniel;Daniel;31/07/54;PM645200;ASSEMBLEE
PA696;M.;Dominique;Bussereau;Bussereau;13/07/52;PM645428;ASSEMBLEE
PA267923;M.;Guy;Delcourt;Delcourt;13/07/47;PM713173;GP
PA344242;M.;Philippe;Kemel;Kemel;28/06/48;PM645170;ASSEMBLEE
PA607553;M.;Dominique;Potier;Potier;17/03/64;PM645373;ASSEMBLEE
PA382672;Mme;Nathalie;Goulet;GOULET NATHALIE;24/05/58;PM391508;COMSENAT
PA1243;M.;Christian;Eckert;Eckert;08/02/56;PM645371;ASSEMBLEE
PA643211;M.;Franck;Montaugé;MONTAUGE_Franck;14/09/61;PM696535;ASSEMBLEE
PA334;M.;Jean-Paul;Bacquet;Bacquet;11/03/49;PM645206;ASSEMBLEE
PA339;M.;Dominique;Baert;Baert;24/10/59;PM645511;ASSEMBLEE
PA335159;M.;Lionel;Tardy;Tardy L;07/06/66;PM645554;ASSEMBLEE
PA267728;M.;Christophe;Priou;Priou_Christophe;02/05/58;PM645216;ASSEMBLEE
PA606606;Mme;Dolores;Roqué;Roque;29/01/52;PM645509;ASSEMBLEE
PA607193;Mme;Sophie;Errante;Errante;22/07/71;PM645179;ASSEMBLEE
PA267433;M.;Gilles;Bourdouleix;Bourdouleix;15/04/60;PM645316;ASSEMBLEE
PA642984;M.;Pierre;Léautey;Leautey;12/12/46;PM676806;ASSEMBLEE
PA331924;Mme;Michèle;Delaunay;Delaunaym;08/01/47;PM591237;MINISTERE
PA642987;M.;Guillaume;Bachelay;Bachelay;13/07/74;PM676803;ASSEMBLEE
PA346886;M.;Frédéric;Lefebvre;Lefebvre;14/10/63;PM695110;ASSEMBLEE
PA606040;M.;Jean-Louis;Destans;Destans;03/03/51;PM645144;ASSEMBLEE
PA429887;M.;Joël;Guerriau;GUERRIAU_JOEL_C4907;09/11/57;PM430025;SENAT
PA429886;Mme;Cécile;Cukierman;CUKIERMAN_CECILE_C4857;26/04/76;PM430018;SENAT
PA429889;Mme;Laurence;Rossignol;ROSSIGNOL_LAURENCE_11045K;22/12/57;PM430007;SENAT
PA429885;M.;Jean-Vincent;Placé;PLACE_JEAN_VINCENT_11069T;12/03/68;PM429923;SENAT
PA429883;M.;Gilbert;Roger;ROGER_GILBERT_11054L;09/11/53;PM430052;SENAT
PA429882;M.;Félix;Desplan;DESPLAN_FELIX11113E;22/02/43;PM429980;SENAT
PA429884;M.;Vincent;Capo-Canellas;CAPO_CANELLAS_VINCENT_11053K;04/05/67;PM430055;SENAT
PA429881;Mme;Aline;Archimbaud;ARCHIMBAUD_ALINE_C5635;02/11/48;PM430053;SENAT
PA415493;M.;Alain;Fauconnier;FAUCONNIER ALAIN;20/02/45;PM516787;COMSENAT
PA336421;Mme;Catherine;Coutelle;Coutelle;02/04/45;PM645332;ASSEMBLEE
PA2345;M.;Jacques;Pélissard;Pelissard;20/03/46;PM645548;ASSEMBLEE
PA2343;M.;Germinal;Peiro;Peiro;15/09/53;PM645498;ASSEMBLEE
PA429888;M.;Jacques-Bernard;Magner;MAGNER_JACQUES_BERNARD_C4674;01/06/52;PM429988;SENAT
PA686138;Mme;Anne;Émery-Dumas;EMERY-DUMAS ANNE;30/08/59;PM686143;SENAT
PA1886;M.;Bruno;Le Roux;LeRoux;02/05/65;PM645099;ASSEMBLEE
PA2124;M.;Jean-Claude;Mathis;Mathis;15/08/39;PM645475;ASSEMBLEE
PA1880;M.;Jean-Marie;Le Guen;LeGuenJeM;03/01/53;PM645072;ASSEMBLEE
PA944;M.;Roland;Courteau;COURTEAU;24/02/43;PM430465;GROUPESENAT
PA942;M.;Charles;de Courson;Courson (de);02/04/52;PM645357;ASSEMBLEE
PA945;M.;Jean-Patrick;Courtois;COURTOIS;20/05/51;PM318291;COMSENAT
PA709750;Mme;Anne;Chain-Larché;CHAIN LARCHE ANNE;11/04/58;PM736295;SENAT
PA609726;M.;Julien;Aubert;Aubert;11/06/78;PM645311;ASSEMBLEE
PA605143;Mme;Karine;Berger;Berger;11/03/73;PM645423;ASSEMBLEE
PA609435;Mme;Françoise;Descamps-Crosnier;DescampsCrosnier;13/10/55;PM645211;ASSEMBLEE
PA210741;M.;Jean-Claude;Leroy;LEROY JEAN_CLAUDE_11059R;03/06/52;PM430010;SENAT
PA332015;Mme;Martine;Faure;Faure;30/09/48;PM645414;ASSEMBLEE
PA2011;M.;Lionnel;Luca;Luca;19/12/54;PM645434;ASSEMBLEE
PA588872;Mme;Cécile;Duflot;Duflot;01/04/75;PM591179;MINISTERE
PA2905;M.;Jean-Pierre;Vial;VIAL JEAN-PIERRE;17/02/51;PM286581;GROUPESENAT
PA415449;M.;Jean-Jacques;Lozach;LOZACH JEAN-JACQUES;08/02/54;PM421693;DELEGSENAT
PA415448;M.;Albéric;de Montgolfier;MONTGOLFIER;06/07/64;PM430452;COMSENAT
PA706;M.;Jérôme;Cahuzac;Cahuzac;19/06/52;PM591219;MINISTERE
PA1263;M.;Christian;Estrosi;Estrosi;01/07/55;PM645432;ASSEMBLEE
PA608098;M.;Yann;Capet;Capet;31/12/75;PM645146;ASSEMBLEE
PA415447;M.;Antoine;Lefèvre;LEFEVRE ANTOINE;18/02/66;PM421653;DELEGSENAT
PA1435;M.;Jean-Claude;Gaudin;GAUDIN JEANCLAUDE;08/10/39;PM430568;GROUPESENAT
PA608416;M.;Patrick;Hetzel;Hetzel;02/07/64;PM645586;ASSEMBLEE
PA588;M.;Jean-Louis;Borloo;Borloo;07/04/51;PM645491;ASSEMBLEE
PA335543;Mme;Valérie;Fourneyron;Fourneyron;04/10/59;PM591215;MINISTERE
PA608672;M.;Thomas;Thévenoud;Thevenoud;05/05/74;PM645597;ASSEMBLEE
PA606478;M.;Yves;Foulon;Foulon;10/10/58;PM645457;ASSEMBLEE
PA332636;M.;Jean-Louis;Gagnaire;Gagnaire;29/04/56;PM645118;ASSEMBLEE
PA267605;Mme;Valérie;Pécresse;Pecresse;14/07/67;PM645189;ASSEMBLEE
PA331658;Mme;Annick;Le Loch;LeLoch;04/11/54;PM645277;ASSEMBLEE
PA1344;M.;Bernard;Fournier;FOURNIER BERNARD;13/09/46;PM286476;GROUPESENAT
PA267285;M.;Laurent;Wauquiez;Wauquiez;12/04/75;PM645140;ASSEMBLEE
PA643020;M.;Romain;Colas;Colas;22/11/79;PM713157;GP
PA267289;M.;Jean-Pierre;Door;Door;01/04/42;PM645242;ASSEMBLEE
PA736239;Mme;Frédérique;Puissat;PUISSAT_Frederique;04/11/67;PM736317;SENAT
PA643205;Mme;Anne-Christine;Lang;Lang;10/08/61;PM714383;COMPER
PA1502;M.;Jean-Pierre;Godefroy;GODEFROY;23/09/44;PM227322;GROUPESENAT
PA606545;M.;Jean-Louis;Roumégas;Roumegas;06/06/62;PM645470;ASSEMBLEE
PA267735;M.;Claude;de Ganay;Ganay (de);05/09/53;PM645237;ASSEMBLEE
PA605703;Mme;Suzanne;Tallard;Tallard;19/06/43;PM645418;ASSEMBLEE
PA267429;M.;Dino;Cinieri;Cinieri;09/07/55;PM645130;ASSEMBLEE
PA2086;M.;Franck;Marlin;Marlin;30/09/64;PM645043;ASSEMBLEE
PA332384;M.;Michel;Issindou;Issindou;12/07/52;PM645528;ASSEMBLEE
PA560;M.;Daniel;Boisserie;Boisserie;08/06/46;PM645337;ASSEMBLEE
PA642885;M.;Robert;Olive;Olive;16/07/50;PM712609;GE
PA304016;Mme;Sandrine;Hurel;HUREL SANDRINE;07/08/68;PM645121;ASSEMBLEE
PA308037;M.;Jean-Pierre;Chauveau;CHAUVEAU;08/11/42;PM388908;GROUPESENAT
PA328;M.;Jean-Marc;Ayrault;Ayrault;25/01/50;PM590014;MINISTERE
PA610521;M.;Jean-Noël;Carpentier;Carpentier;09/12/69;PM645190;ASSEMBLEE
PA2337;M.;François;Patriat;PATRIAT FRANÇOIS;21/03/43;PM430392;COMSENAT
PA643002;M.;Pascal;Demarthe;Demarthe;29/01/60;PM713501;GE
PA610529;M.;Gérard;Sebaoun;Sebaoun;28/11/50;PM645192;ASSEMBLEE
PA2334;M.;Jean-Marc;Pastor;PASTOR;12/02/50;PM303966;SENAT
PA605625;Mme;Isabelle;Attard;Attard;14/11/69;PM645398;ASSEMBLEE
PA2338;M.;Christian;Paul;PaulC;23/03/60;PM645413;ASSEMBLEE
PA227030;M.;Jean-Claude;Frécon;FRECON;03/09/44;PM227320;GROUPESENAT
PA2240;M.;Pierre;Moscovici;Moscovici;16/09/57;PM591173;MINISTERE
PA990;M.;Philippe;Darniche;DARNICHE;23/02/43;PM303953;SENAT
PA605084;M.;Jacques;Krabal;Krabal;10/04/48;PM645537;ASSEMBLEE
PA2790;Mme;Catherine;Tasca;TASCA CATHERINE;13/12/41;PM304362;GROUPESENAT
PA610634;M.;Bruno Nestor;Azerot;Azerot;22/07/61;PM645262;ASSEMBLEE
PA2799;M.;Pascal;Terrasse;Terrasse;26/10/64;PM645448;ASSEMBLEE
PA2792;M.;Jean-Charles;Taugourdeau;Taugourdeau;17/07/53;PM645308;ASSEMBLEE
PA998;M.;Olivier;Dassault;Dassault;01/06/51;PM645034;ASSEMBLEE
PA2796;M.;Guy;Teissier;Teissier;04/04/45;PM645520;ASSEMBLEE
PA677483;M.;Stéphane;Mazars;MAZARS STÉPHANE;25/03/69;PM677492;DELEGSENAT
PA415459;Mme;Françoise;Cartron;CARTRON FRANÇOISE;27/03/49;PM430430;COMSENAT
PA2664;M.;Paul;Salen;Salen;17/06/49;PM645139;ASSEMBLEE
PA2667;M.;Rudy;Salles;Salles;30/07/54;PM645429;ASSEMBLEE
PA677482;Mme;Kalliopi;Ango Ela;ANGO ELA KALLIOPI;24/09/62;PM677488;COMSENAT
PA415458;M.;Louis-Constant;Fleming;FLEMING LOUIS-CONSTANT;01/12/46;PM437022;DELEGSENAT
PA1748;M.;Armand;Jung;Jung;13/12/50;PM645566;ASSEMBLEE
PA415457;M.;Robert;Navarro;NAVARRO ROBERT;01/05/52;PM436968;DELEGSENAT
PA415456;Mme;Marie-Thérèse;Bruguière;BRUGUIERE;26/10/42;PM421646;DELEGSENAT
PA342332;M.;Jean-Marie;Beffara;Beffara;13/10/62;PM676816;ASSEMBLEE
PA415453;Mme;Claudine;Lepage;LEPAGE CLAUDINE;10/08/49;PM421459;ORGAINT
PA415451;M.;Daniel;Laurent;LAURENT DANIEL;04/02/49;PM516816;COMSENAT
PA610245;M.;Mathieu;Hanotin;Hanotin;22/08/78;PM645109;ASSEMBLEE
PA415455;M.;Michel;Magras;MAGRAS MICHEL;06/01/54;PM426123;DELEGSENAT
PA415454;M.;Christophe-André;Frassa;FRASSA CHRISTOPHE ANDRÉ;04/02/68;PM421481;ORGAINT
PA415452;M.;Didier;Guillaume;GUILLAUME DIDIER;11/05/59;PM421485;ORGAINT
PA381;M.;Claude;Bartolone;Bartolone;29/07/51;PM645125;ASSEMBLEE
PA605888;Mme;Annie;Le Houerou;LeHouerou;31/03/60;PM645476;ASSEMBLEE
PA603;M.;Didier;Boulaud;BOULAUD;04/09/50;PM227311;GROUPESENAT
PA735;M.;Christophe;Caresche;Caresche;02/09/60;PM645089;ASSEMBLEE
PA609205;Mme;Catherine;Troallic;Troallic;10/05/74;PM645128;ASSEMBLEE
PA737;M.;Jean-Claude;Carle;CARLE;09/06/48;PM286452;GROUPESENAT
PA607489;M.;Guillaume;Chevrollier;Chevrollier_Guillaume;27/10/74;PM645366;ASSEMBLEE
PA2803;M.;Michel;Teston;TESTON;20/07/44;PM516839;COMSENAT
PA2800;M.;Gérard;Terrier;Terrier;01/02/48;PM676804;ASSEMBLEE
PA2801;M.;Michel;Terrot;Terrot;18/12/48;PM645576;ASSEMBLEE
PA334149;M.;Daniel;Fasquelle;Fasquelle;16/01/63;PM645127;ASSEMBLEE
PA606991;M.;Denys;Robiliard;Robiliard;22/07/60;PM645098;ASSEMBLEE
PA1353;M.;Michel;Françaix;Francaix;28/05/43;PM711250;MISINFO
PA642876;M.;Patrick;Weiten;Weiten;01/07/54;PM712426;GP
PA643053;M.;Yannick;Trigance;Trigance;13/07/62;PM716363;ASSEMBLEE
PA1515;M.;Gaëtan;Gorce;GORCE_GAETAN_C4649;02/12/58;PM429913;SENAT
PA421349;M.;Jean-Jacques;Pignard;PIGNARD JEAN-JACQUES;15/04/47;PM700996;SENAT
PA345994;M.;Jean-Luc;Drapeau;Drapeau;26/09/53;PM676795;ASSEMBLEE
PA610824;M.;David;Vergé;Verge;10/01/72;PM645328;ASSEMBLEE
PA267706;Mme;Nathalie;Appéré;Appere;08/07/75;PM645529;ASSEMBLEE
PA341981;Mme;Marie;Récalde;Recalde;12/03/65;PM645444;ASSEMBLEE
PA606665;Mme;Marie-Anne;Chapdelaine;Chapdelaine;20/03/62;PM645526;ASSEMBLEE
PA267419;Mme;Marie-Hélène;Des Esgaulx;DESESGAULX MARIE-HÉLÈNE;26/05/50;PM425548;COMSENAT
PA330118;M.;Guy;Chambefort;Chambefort;14/10/44;PM645540;ASSEMBLEE
PA642651;Mme;Esther;Baron;Baron;06/02/87;PM718618;ASSEMBLEE
PA610820;M.;Jean-Paul;Tuaiva;Tuaiva;30/10/72;PM645315;ASSEMBLEE
PA356;M.;Gérard;Bapt;Bapt G;04/02/46;PM645358;ASSEMBLEE
PA610291;M.;Razzy;Hammadi;Hammadi;22/02/79;PM645119;ASSEMBLEE
PA262;M.;Jean-Paul;Amoudry;AMOUDRY;30/03/50;PM303902;SENAT
PA610539;M.;Philippe;Doucet;Doucet;16/05/61;PM645194;ASSEMBLEE
PA313924;M.;Rémy;Pointereau;POINTEREAU RÉMY;30/03/53;PM313973;GROUPESENAT
PA304021;Mme;Colette;Mélot;MELOT COLETTE;20/04/47;PM304319;GROUPESENAT
PA269;M.;Pierre;André;ANDRE P;29/06/47;PM286221;GROUPESENAT
PA2476;Mme;Gisèle;Printz;PRINTZ;27/06/33;PM227332;GROUPESENAT
PA2492;M.;Didier;Quentin;Quentin;23/12/46;PM645431;ASSEMBLEE
PA227027;Mme;Évelyne;Didier;DIDIER EVELYNE;14/03/48;PM227231;GROUPESENAT
PA2250;M.;Alain;Moyne-Bressand;MoyneBressand;30/07/45;PM645539;ASSEMBLEE
PA2258;M.;Philippe;Nachbar;NACHBAR;26/09/50;PM286544;GROUPESENAT
PA2257;M.;Jacques;Myard;Myard;14/08/47;PM645201;ASSEMBLEE
PA608851;Mme;Sophie;Dion;Dion;25/03/56;PM645559;ASSEMBLEE
PA227028;M.;Louis;Duvernois;DUVERNOIS;17/05/41;PM429991;SENAT
PA267246;M.;Michel;Heinrich;Heinrich;15/02/46;PM645340;ASSEMBLEE
PA227029;Mme;Françoise;Férat;FERAT FRANCOISE;05/03/49;PM309484;GROUPESENAT
PA980;M.;Philippe;Dallier;DALLIER PHILIPPE;08/12/62;PM421648;DELEGSENAT
PA606202;Mme;Françoise;Dumas;DumasA;12/04/60;PM645327;ASSEMBLEE
PA227020;M.;Jean;Boyer;BOYER JEAN 01052R;04/01/37;PM318613;GROUPESENAT
PA267241;M.;Stéphane;Demilly;Demilly;26/06/63;PM645246;ASSEMBLEE
PA610758;M.;Ibrahim;Aboubacar;Aboubacar;01/02/65;PM645301;ASSEMBLEE
PA2074;M.;Didier;Marie;MARIE;19/05/60;PM699903;COMSENAT
PA610752;M.;Boinali;Said;Said;25/09/60;PM645299;ASSEMBLEE
PA2075;M.;Alfred;Marie-Jeanne;MarieJeanne;15/11/36;PM645260;ASSEMBLEE
PA2073;M.;Thierry;Mariani;Mariani;08/08/58;PM645207;ASSEMBLEE
PA2675;M.;André;Santini;Santini;20/10/40;PM645061;ASSEMBLEE
PA340755;M.;Gaby;Charroux;Charroux;25/06/42;PM645506;ASSEMBLEE
PA2907;M.;Jean-Sébastien;Vialatte;Vialatte;30/01/51;PM645289;ASSEMBLEE
PA2815;M.;Dominique;Tian;Tian;14/12/59;PM645514;ASSEMBLEE
PA415446;M.;Hervé;Maurey;MAUREY HERVÉ;07/05/61;PM421667;DELEGSENAT
PA1632;M.;Pierre;Hérisson;HERISSON;12/06/45;PM303924;SENAT
PA1630;M.;Michel;Herbillon;Herbillon;06/03/51;PM711258;MISINFO
PA563;M.;Jacques;Bompard;Bompard;24/02/43;PM645307;ASSEMBLEE
PA608276;Mme;Sylviane;Alaux;Alaux;01/07/45;PM645252;ASSEMBLEE
PA341246;Mme;Viviane;Le Dissez;LeDissez;22/03/59;PM645469;ASSEMBLEE
PA605963;M.;Éric;Alauzet;Alauzet;07/06/58;PM645055;ASSEMBLEE
PA344492;M.;Fernand;Siré;Sire;31/03/45;PM645300;ASSEMBLEE
PA342539;Mme;Florence;Delaunay;Delaunayf;12/06/56;PM676818;ASSEMBLEE
PA1483;M.;Jean-Pierre;Giran;Giran;09/01/47;PM645274;ASSEMBLEE
PA332614;M.;Régis;Juanico;Juanico;05/02/72;PM645110;ASSEMBLEE
PA725;M.;Jean-Pierre;Cantegrit;CANTEGRIT;02/07/33;PM286451;GROUPESENAT
PA335567;Mme;Françoise;Guégot;Guegot;11/08/62;PM645104;ASSEMBLEE
PA1183;M.;Alain;Dufaut;DUFAUT;02/01/44;PM286468;GROUPESENAT
PA1182;M.;Jean-Pierre;Dufau;Dufau;05/07/43;PM645090;ASSEMBLEE
PA606299;M.;Jean-Luc;Moudenc;Moudenc;19/07/60;PM645362;ASSEMBLEE
PA608292;Mme;Jeanine;Dubié;Dubie;03/01/58;PM645276;ASSEMBLEE
PA337550;M.;Patrick;Lebreton;Lebreton;06/09/63;PM645283;ASSEMBLEE
PA1567;M.;Jérôme;Guedj;Guedj;23/01/72;PM676809;ASSEMBLEE
PA476;M.;Pierre;Bernard-Reymond;BERNARDREYMOND PIERRE;16/01/44;PM421674;DELEGSENAT
PA1562;M.;François;Grosdidier;GROSDIDIER_FRANCOIS_11049P;25/02/61;PM429934;SENAT
PA2424;M.;Henri;Plagnol;Plagnol;11/02/61;PM645129;ASSEMBLEE
PA606675;M.;François;André;Andre;19/07/67;PM645533;ASSEMBLEE
PA342997;M.;Jean-Claude;Gouget;Gouget;05/11/42;PM676796;ASSEMBLEE
PA610968;M.;Pouria;Amirshahi;Amirshahi;27/03/72;PM645235;ASSEMBLEE
PA642790;M.;Pierre;Ribeaud;Ribeaud;13/06/55;PM713324;GP
PA330613;M.;Henri;Jibrayel;Jibrayel;18/09/51;PM645522;ASSEMBLEE
PA267623;M.;Carlos;Da Silva;DaSilva;16/11/74;PM676817;ASSEMBLEE
PA267395;Mme;Mireille;Schurch;SCHURCH MIREILLE;04/01/49;PM516828;COMSENAT
PA267622;M.;Manuel;Valls;Valls;13/08/62;PM591182;MINISTERE
PA266867;M.;Alain;Fouché;FOUCHE;04/12/42;PM286481;GROUPESENAT
PA1364;Mme;Jacqueline;Fraysse;FRAYSSE-CAZALIS JACQUELINE;25/02/47;PM645084;ASSEMBLEE
PA333818;M.;Christian;Hutin;Hutin;18/01/61;PM645451;ASSEMBLEE
PA337483;M.;Serge;Letchimy;Letchimy;13/01/53;PM645265;ASSEMBLEE
PA266863;M.;Jean-Pierre;Fougerat;Fougerat;11/05/53;PM676623;ASSEMBLEE
PA267628;Mme;Nathalie;Kosciusko-Morizet;Kosciusko-Morizet;14/05/73;PM645046;ASSEMBLEE
PA736184;Mme;Denise;Saint-Pé;SAINT_PE_Denise;05/01/51;PM736272;SENAT
PA736185;Mme;Viviane;Malet;MALET_Viviane;28/10/54;PM736264;SENAT
PA736221;M.;Sébastien;Leroux;LEROUX_Sebastien;27/02/74;PM736404;SENAT
PA736240;Mme;Isabelle;Raimond-Pavero;RAIMOND_PAVERO_Isabelle;23/02/61;PM736279;SENAT
PA746;M.;Gilles;Carrez;Carrez;29/08/48;PM645154;ASSEMBLEE
PA736177;M.;Guillaume;Gontard;GONTARD_Guillaume;11/03/71;PM736318;SENAT
PA736245;M.;Alain;Cazabonne;CAZABONNE_Alain;25/08/44;PM736427;SENAT
PA736200;M.;Stéphane;Piednoir;PIEDNOIR_Stephane;25/02/70;PM736285;SENAT
PA703485;M.;Stéphane;Ravier;RAVIER_Stephane;04/08/69;PM703654;SENAT
PA733995;Mme;Noëlle;Rauscent;RAUSCENT_NOELLE;10/10/46;PM733997;GROUPESENAT
PA736226;M.;Pierre;Louault;LOUAULT_Pierre;03/05/49;PM736280;SENAT
PA702054;M.;Stéphane;Claireaux;Claireaux;23/06/64;PM716705;CMP
PA702052;Mme;Maina;Sage;Sage;10/05/75;PM712421;GE
